ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0005539	glycosaminoglycan binding	33/886	229/17696	4.28909605489122e-08	3.46130051629722e-05	3.03848594204399e-05	RSPO4/RSPO1/ADAMTS8/SLIT2/HAPLN2/CLEC3B/LYVE1/CCL23/FGF10/SPOCK2/RSPO2/ABI3BP/LTBP4/SLIT3/SFRP1/SEMA5A/COL13A1/VTN/CTSG/FGFR4/FGF2/ECM2/PRELP/ADAMTS15/RSPO3/SELP/HBEGF/PTN/HMMR/MDK/MMP7/PODXL2/COL11A1	33
MF	GO:0098631	cell adhesion mediator activity	15/886	59/17696	1.39512412926495e-07	5.62932586158407e-05	4.94167652102795e-05	CNTN6/NTNG1/ROBO4/NFASC/ROBO3/STXBP6/GLDN/ITGA10/DSCAML1/PKP3/EPCAM/DSG2/DSP/ITGA11/IGSF9	15
MF	GO:0008201	heparin binding	26/886	169/17696	3.15534041406714e-07	7.07676804324073e-05	6.21230664984154e-05	RSPO4/RSPO1/ADAMTS8/SLIT2/CLEC3B/CCL23/FGF10/RSPO2/ABI3BP/SLIT3/SFRP1/COL13A1/VTN/CTSG/FGFR4/FGF2/ECM2/PRELP/ADAMTS15/RSPO3/SELP/HBEGF/PTN/MDK/MMP7/COL11A1	26
MF	GO:1901681	sulfur compound binding	33/886	250/17696	3.50769171907843e-07	7.07676804324073e-05	6.21230664984154e-05	RSPO4/RSPO1/ADAMTS8/SLIT2/CLEC3B/CCL23/FGF10/RSPO2/ABI3BP/SLIT3/SFRP1/SEMA5A/COL13A1/HPSE2/VTN/CTSG/ACACB/FGFR4/ACADL/FGF2/ECM2/PRELP/ADAMTS15/RSPO3/SELP/RYR2/HBEGF/GSTM2/PTN/MDK/MMP7/PTGES/COL11A1	33
MF	GO:0005201	extracellular matrix structural constituent	25/886	163/17696	5.62510586054836e-07	9.07892085892506e-05	7.96988682978747e-05	COL6A6/COL4A3/MFAP4/FBN3/ABI3BP/LTBP4/COL13A1/VWF/COL4A6/OGN/NPNT/VTN/DPT/MMRN2/MMRN1/FBLN1/SRPX/COL21A1/PRELP/FBLN5/FRAS1/CTHRC1/COL11A1/COL10A1/COL17A1	25
MF	GO:0098632	cell-cell adhesion mediator activity	13/886	50/17696	7.18939492945194e-07	9.66973618011286e-05	8.48853120617747e-05	CNTN6/NTNG1/ROBO4/NFASC/ROBO3/STXBP6/GLDN/DSCAML1/PKP3/EPCAM/DSG2/DSP/IGSF9	13
MF	GO:0030246	carbohydrate binding	32/886	271/17696	5.99534617551733e-06	0.000691177766234641	0.000606747064078672	FCN3/ITLN2/CLEC3B/ACR/COLEC10/SIGLEC16/GALNT13/FREM1/CLEC12B/SFTPA1/SUSD2/CLEC4F/VTN/KLRF1/CLEC1A/SIGLEC11/SFTPA2/CD93/FCN1/SIGLEC6/HK3/SFTPD/CLEC14A/SELP/UAP1/SORD/SLC2A5/HKDC1/GALNT7/GALNT4/GCKR/ZG16B	32
MF	GO:0005109	frizzled binding	10/886	39/17696	1.58713419909869e-05	0.0016010216233408	0.00140544909999134	MYOC/WNT3A/RSPO4/RSPO1/RSPO2/SFRP1/WNT2B/WNT7A/RSPO3/CTHRC1	10
MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	43/886	439/17696	2.1045034182695e-05	0.00179405436857093	0.00157490196314907	FOSB/TCF21/GATA1/EPAS1/HOXA4/FOXF1/TBX2/PGR/HOXA5/GATA2/HLF/TBX21/TBX4/TBX3/SOX18/ERG/SOX17/TOX2/MEIS1/LMO2/NR4A2/TCF15/VENTX/CSRNP1/ELF3/CREB3L1/SIX4/HOXB7/CREB3L4/MYBL2/OTX1/OVOL1/SIX2/HNF1A/SOX11/ETV4/PAX9/HNF4G/BARX2/PITX1/HOXC10/HNF4A/BARX1	43
MF	GO:0001216	DNA-binding transcription activator activity	43/886	440/17696	2.22311569835307e-05	0.00179405436857093	0.00157490196314907	FOSB/TCF21/GATA1/EPAS1/HOXA4/FOXF1/TBX2/PGR/HOXA5/GATA2/HLF/TBX21/TBX4/TBX3/SOX18/ERG/SOX17/TOX2/MEIS1/LMO2/NR4A2/TCF15/VENTX/CSRNP1/ELF3/CREB3L1/SIX4/HOXB7/CREB3L4/MYBL2/OTX1/OVOL1/SIX2/HNF1A/SOX11/ETV4/PAX9/HNF4G/BARX2/PITX1/HOXC10/HNF4A/BARX1	43
MF	GO:0005178	integrin binding	19/886	132/17696	3.14160603409147e-05	0.00230479642682892	0.00202325441238618	ADAMTS8/COL4A3/LTBP4/ACTN2/ICAM5/VWF/EMP2/NPNT/VTN/CX3CL1/FGF2/ECM2/FBLN5/KDR/CXCL12/PTN/FRMD5/TSPAN8/SPP1	19
MF	GO:0030414	peptidase inhibitor activity	22/886	182/17696	0.000116912482956898	0.00786236447885142	0.00690193868684146	WFDC12/GPC3/SERPINA9/COL4A3/CRB2/SPOCK2/SERPINI2/TIMP3/PI16/RECK/A2M/SERPING1/ITIH5/BIRC5/WFDC2/CST2/WFDC3/AMBP/CST4/SERPINA4/CST1/SPINK1	22
MF	GO:0022836	gated channel activity	33/886	343/17696	0.000259520432623995	0.0152351670040387	0.0133741177769752	P2RX6/P2RX2/GRIA1/KCNA4/GRIK4/HTR3C/CLIC5/SCN2B/SCN4B/MCOLN3/TMC2/KCNT2/ANO2/SCN7A/SCN1A/KCNB1/GABRB2/GABRE/CACNG4/P2RX1/SLC17A7/CACNB4/KCNMB2/AQP1/RYR2/CACNA2D2/KCNAB3/JPH4/KCNN4/ANO7/KCNK1/FAM155B/HTR3A	33
MF	GO:0061134	peptidase regulator activity	24/886	219/17696	0.000267914675314256	0.0152351670040387	0.0133741177769752	WFDC12/GPC3/SERPINA9/CAV1/COL4A3/CRB2/SPOCK2/SERPINI2/TIMP3/PI16/RECK/FBLN1/A2M/SERPING1/ITIH5/BIRC5/WFDC2/CST2/WFDC3/AMBP/CST4/SERPINA4/CST1/SPINK1	24
MF	GO:0045499	chemorepellent activity	7/886	27/17696	0.000283181542825998	0.0152351670040387	0.0133741177769752	SEMA3G/SEMA6A/SEMA5A/APOA1/SEMA6D/SEMA3D/SEMA4B	7
MF	GO:0008236	serine-type peptidase activity	21/886	182/17696	0.00031615873028036	0.0154644928864239	0.0135754303953085	DPP6/TPSD1/OVCH1/ACR/NAALAD2/OVCH2/MASP1/MASP2/CMA1/CTSG/KLKB1/CTRL/TPSAB1/F10/CFD/PRTN3/MMP7/PROC/RHBDL2/MMP1/TMPRSS4	21
MF	GO:0004252	serine-type endopeptidase activity	19/886	160/17696	0.000417456799202319	0.0154644928864239	0.0135754303953085	TPSD1/OVCH1/ACR/OVCH2/MASP1/MASP2/CMA1/CTSG/KLKB1/CTRL/TPSAB1/F10/CFD/PRTN3/MMP7/PROC/RHBDL2/MMP1/TMPRSS4	19
MF	GO:0016825	hydrolase activity, acting on acid phosphorus-nitrogen bonds	21/886	186/17696	0.000424648828042465	0.0154644928864239	0.0135754303953085	DPP6/TPSD1/OVCH1/ACR/NAALAD2/OVCH2/MASP1/MASP2/CMA1/CTSG/KLKB1/CTRL/TPSAB1/F10/CFD/PRTN3/MMP7/PROC/RHBDL2/MMP1/TMPRSS4	21
MF	GO:0017171	serine hydrolase activity	21/886	186/17696	0.000424648828042465	0.0154644928864239	0.0135754303953085	DPP6/TPSD1/OVCH1/ACR/NAALAD2/OVCH2/MASP1/MASP2/CMA1/CTSG/KLKB1/CTRL/TPSAB1/F10/CFD/PRTN3/MMP7/PROC/RHBDL2/MMP1/TMPRSS4	21
MF	GO:0030546	signaling receptor activator activity	42/886	487/17696	0.000435195373180081	0.0154644928864239	0.0135754303953085	WNT3A/VIP/PPBP/ENHO/CCL23/SEMA3G/SEMA6A/COLEC10/ANGPT4/FGF10/CCL16/CMTM5/CCL14/GDF10/SEMA5A/NPFF/GNRH1/OGN/IL33/CX3CL1/APLN/IL12A/WNT7A/APOA1/FGF2/SEMA6D/PRKCE/SEMA3D/HBEGF/CXCL12/PTN/PDGFB/TGFA/SEMA4B/MDK/EDN2/FGF11/CXCL14/ADM2/CRLF1/SPP1/TFF1	42
MF	GO:0005518	collagen binding	11/886	67/17696	0.000456861977568157	0.0154644928864239	0.0135754303953085	CCBE1/SPOCK2/ABI3BP/VWF/VTN/ITGA10/SPARCL1/ECM2/PDGFB/ITGA11/MMP12	11
MF	GO:0050840	extracellular matrix binding	10/886	57/17696	0.000476374045564353	0.0154644928864239	0.0135754303953085	SLIT2/ITGA2B/SPOCK2/VTN/SPARCL1/OLFML2A/CLEC14A/ADAMTS15/COL11A1/SPP1	10
MF	GO:0015267	channel activity	41/886	474/17696	0.000477556043073488	0.0154644928864239	0.0135754303953085	P2RX6/P2RX2/GPM6A/GRIA1/KCNA4/GRIK4/HTR3C/FXYD1/CLIC5/SCN2B/SCN4B/MCOLN3/TMC2/KCNT2/ANO2/PDE2A/SCN7A/SLC14A1/SCN1A/KCNB1/TRPC3/GABRB2/GABRE/CACNG4/P2RX1/SLC17A7/CACNB4/KCNMB2/AQP1/TRPC1/RYR2/CACNA2D2/KCNAB3/JPH4/GJA5/KCNN4/ANO7/KCNK1/FAM155B/GJB2/HTR3A	41
MF	GO:0004866	endopeptidase inhibitor activity	20/886	175/17696	0.000492472815442262	0.0154644928864239	0.0135754303953085	WFDC12/SERPINA9/COL4A3/CRB2/SPOCK2/SERPINI2/TIMP3/RECK/A2M/SERPING1/ITIH5/BIRC5/WFDC2/CST2/WFDC3/AMBP/CST4/SERPINA4/CST1/SPINK1	20
MF	GO:0019838	growth factor binding	17/886	137/17696	0.000495456677904776	0.0154644928864239	0.0135754303953085	NTRK2/TEK/LTBP4/ACVRL1/CD36/IGFBP6/KLB/FLT4/FGFR4/NKD2/DUSP1/A2M/LRRC32/NTRK3/KDR/PTN/PDGFB	17
MF	GO:0022803	passive transmembrane transporter activity	41/886	475/17696	0.000498236449872393	0.0154644928864239	0.0135754303953085	P2RX6/P2RX2/GPM6A/GRIA1/KCNA4/GRIK4/HTR3C/FXYD1/CLIC5/SCN2B/SCN4B/MCOLN3/TMC2/KCNT2/ANO2/PDE2A/SCN7A/SLC14A1/SCN1A/KCNB1/TRPC3/GABRB2/GABRE/CACNG4/P2RX1/SLC17A7/CACNB4/KCNMB2/AQP1/TRPC1/RYR2/CACNA2D2/KCNAB3/JPH4/GJA5/KCNN4/ANO7/KCNK1/FAM155B/GJB2/HTR3A	41
MF	GO:0019199	transmembrane receptor protein kinase activity	12/886	79/17696	0.000533430519251139	0.0159436455198396	0.0139960522205075	SOSTDC1/NTRK2/TEK/LTBP4/ACVRL1/TIE1/FLT4/FGFR4/NTRK3/KDR/EFNA4/EPHA10	12
MF	GO:0005216	ion channel activity	38/886	435/17696	0.000629172352217947	0.0181336460085673	0.015918533573033	P2RX6/P2RX2/GPM6A/GRIA1/KCNA4/GRIK4/HTR3C/FXYD1/CLIC5/SCN2B/SCN4B/MCOLN3/TMC2/KCNT2/ANO2/PDE2A/SCN7A/SCN1A/KCNB1/TRPC3/GABRB2/GABRE/CACNG4/P2RX1/SLC17A7/CACNB4/KCNMB2/AQP1/TRPC1/RYR2/CACNA2D2/KCNAB3/JPH4/KCNN4/ANO7/KCNK1/FAM155B/HTR3A	38
MF	GO:0046873	metal ion transmembrane transporter activity	38/886	439/17696	0.000747461388879457	0.0201790762365051	0.0177141046203195	SLC6A4/GPM6A/KCNA4/GRIK4/SLC5A9/SCN2B/SCN4B/MCOLN3/TMC2/SLC5A4/KCNT2/SLC6A13/PDE2A/SCN7A/SCN1A/KCNB1/TRPC3/ATP1A2/CACNG4/SLC6A16/SLC17A7/CACNB4/KCNMB2/ATP1B2/AQP1/TRPC1/RYR2/SLC39A8/CACNA2D2/SLC9A5/KCNAB3/JPH4/SLC6A14/ATP1B1/KCNN4/NIPAL1/KCNK1/FAM155B	38
MF	GO:0030215	semaphorin receptor binding	6/886	23/17696	0.000750151532955582	0.0201790762365051	0.0177141046203195	SEMA3G/SEMA6A/SEMA5A/SEMA6D/SEMA3D/SEMA4B	6
MF	GO:0061135	endopeptidase regulator activity	20/886	182/17696	0.000812710680537356	0.0204864977658047	0.0179839731251374	WFDC12/SERPINA9/COL4A3/CRB2/SPOCK2/SERPINI2/TIMP3/RECK/A2M/SERPING1/ITIH5/BIRC5/WFDC2/CST2/WFDC3/AMBP/CST4/SERPINA4/CST1/SPINK1	20
MF	GO:0030020	extracellular matrix structural constituent conferring tensile strength	8/886	41/17696	0.000837457100074109	0.0204864977658047	0.0179839731251374	COL6A6/COL4A3/COL13A1/COL4A6/COL21A1/COL11A1/COL10A1/COL17A1	8
MF	GO:0005261	cation channel activity	31/886	337/17696	0.000837737826854468	0.0204864977658047	0.0179839731251374	P2RX6/P2RX2/GPM6A/GRIA1/KCNA4/GRIK4/HTR3C/SCN2B/SCN4B/MCOLN3/TMC2/KCNT2/PDE2A/SCN7A/SCN1A/KCNB1/TRPC3/CACNG4/P2RX1/CACNB4/KCNMB2/AQP1/TRPC1/RYR2/CACNA2D2/KCNAB3/JPH4/KCNN4/KCNK1/FAM155B/HTR3A	31
MF	GO:0016247	channel regulator activity	17/886	144/17696	0.000879031972332793	0.0208640824021342	0.0183154339746121	DPP6/NOS1/HPCAL4/CAV1/FXYD1/CAV3/SCN2B/ADRB2/SCN4B/CACNG4/REM1/KCNMB2/KCNAB3/FXYD6/WNK2/STX1A/AMBP	17
MF	GO:0048018	receptor ligand activity	40/886	482/17696	0.00123236389990073	0.0284147904919969	0.0249437866055096	WNT3A/VIP/PPBP/ENHO/CCL23/SEMA3G/SEMA6A/COLEC10/FGF10/CCL16/CMTM5/CCL14/GDF10/SEMA5A/NPFF/GNRH1/OGN/IL33/CX3CL1/APLN/IL12A/WNT7A/APOA1/FGF2/SEMA6D/SEMA3D/HBEGF/CXCL12/PTN/PDGFB/TGFA/SEMA4B/MDK/EDN2/FGF11/CXCL14/ADM2/CRLF1/SPP1/TFF1	40
MF	GO:0015081	sodium ion transmembrane transporter activity	17/886	150/17696	0.00138645167523637	0.0310796250532154	0.0272830987553825	SLC6A4/GRIK4/SLC5A9/SCN2B/SCN4B/SLC5A4/SLC6A13/SCN7A/SCN1A/ATP1A2/SLC6A16/SLC17A7/ATP1B2/SLC9A5/SLC6A14/ATP1B1/KCNK1	17
MF	GO:0140375	immune receptor activity	15/886	128/17696	0.00185821980353372	0.0401857427492207	0.035276860197255	GPR17/IL1RL1/CNTFR/KIR3DL1/IL18R1/LEPR/CD160/KLRF1/IL7R/CX3CR1/GFRA2/IL18RAP/IL1RL2/KRT17/CRLF1	15
MF	GO:0003779	actin binding	36/886	431/17696	0.00189226545783195	0.0401857427492207	0.035276860197255	SLC6A4/SYNPO2L/FAM107A/CORO6/PLEKHH2/TNNT3/PKNOX2/ACTN2/TNNC1/MYH10/SHANK3/SNTG2/CORO2B/SYNE1/MYH7B/LDB3/MYRIP/WASF3/TNS1/TMSB15A/TMOD1/TNNT2/MYOZ1/MEFV/PRKCE/SYNPO2/LIMCH1/PDLIM2/MYOZ3/EPB41L2/MYH3/MARCKSL1/ANLN/PLS1/FERMT1/TNS4	36
MF	GO:0099106	ion channel regulator activity	14/886	118/17696	0.00231262756239199	0.0476880530570972	0.0418627270689707	DPP6/HPCAL4/CAV1/FXYD1/CAV3/ADRB2/CACNG4/REM1/KCNMB2/KCNAB3/FXYD6/WNK2/STX1A/AMBP	14
MF	GO:0004857	enzyme inhibitor activity	32/886	375/17696	0.00236372010196268	0.0476880530570972	0.0418627270689707	WFDC12/GPC3/SLIT2/SERPINA9/COL4A3/CRB2/SPOCK2/SERPINI2/TIMP3/PI16/RECK/APOA1/MYOZ1/A2M/SH3BP5/SERPING1/PKIA/ITIH5/PTN/SFN/BIRC5/WFDC2/CST2/WFDC3/AMBP/TESC/GCKR/CST4/PPP1R14D/SERPINA4/CST1/SPINK1	32
MF	GO:0004867	serine-type endopeptidase inhibitor activity	12/886	94/17696	0.00250994792230498	0.048228627663514	0.0423372678765342	WFDC12/SERPINA9/SERPINI2/RECK/A2M/SERPING1/ITIH5/WFDC2/WFDC3/AMBP/SERPINA4/SPINK1	12
MF	GO:0005355	glucose transmembrane transporter activity	5/886	20/17696	0.00256980296100508	0.048228627663514	0.0423372678765342	PPBP/SLC5A9/SLC5A4/SLC2A5/SLC2A1	5
MF	GO:0015149	hexose transmembrane transporter activity	5/886	20/17696	0.00256980296100508	0.048228627663514	0.0423372678765342	PPBP/SLC5A9/SLC5A4/SLC2A5/SLC2A1	5
